,,Actual,Predicted
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class1/96012_HouseInterior_6.jpg,class1,high income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class0/181005_HouseInterior_6.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class0/236013_HouseInterior_6.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class1/487006_HouseInterior_6.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class2/208003_HouseInterior_6.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class1/376014_HouseInterior_6.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class2/298003_HouseInterior_6.jpg,class2,high income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class2/494005_HouseInterior_6.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class1/145002_HouseInterior_6.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class2/270005_HouseInterior_6.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class0/233008_HouseInterior_6.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class2/322005_HouseInterior_6.jpg,class2,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class0/295002_HouseInterior_6.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class1/269008_HouseInterior_6.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class2/106011_HouseInterior_6.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class0/215011_HouseInterior_6.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class2/342014_HouseInterior_6.jpg,class2,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class2/227011_HouseInterior_6.jpg,class2,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class1/103011_HouseInterior_6.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class1/6001_HouseInterior_6.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class2/208007_HouseInterior_6.jpg,class2,high income
# nna,/hdd/Aatif/AHI Data/3_classes/interior/valid/class1/221013_HouseInterior_6.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class2/76010_HouseInterior_6.jpg,class2,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class1/464006_HouseInterior_6.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class2/333009_HouseInterior_6.jpg,class2,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class2/339003_HouseInterior_6.jpg,class2,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class2/516001_HouseInterior_6.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class1/426011_HouseInterior_6.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class1/383002_HouseInterior_6.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class0/296012_HouseInterior_6.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class0/250004_HouseInterior_6.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class0/467008_HouseInterior_6.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class2/1064003_HouseInterior_6.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class2/87010_HouseInterior_6.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class2/12011_HouseInterior_6.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class2/46005_HouseInterior_6.jpg,class2,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class0/478004_HouseInterior_6.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class2/308004_HouseInterior_6.jpg,class2,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class1/410013_HouseInterior_6.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class0/64004_HouseInterior_6.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class1/107001_HouseInterior_6.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class1/481008_HouseInterior_6.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class1/107007_HouseInterior_6.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class2/475002_HouseInterior_6.jpg,class2,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class2/128005_HouseInterior_6.jpg,class2,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class1/85005_HouseInterior_6.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class0/220004_HouseInterior_6.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class0/84008_HouseInterior_6.jpg,class0,high income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class1/13012_HouseInterior_6.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class2/1042007_HouseInterior_6.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class1/108013_HouseInterior_6.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class0/14008_HouseInterior_6.jpg,class0,low income
# nna,/hdd/Aatif/AHI Data/3_classes/interior/valid/class2/446001_HouseInterior_6.jpg,class2,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class2/106001_HouseInterior_6.jpg,class2,high income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class2/245001_HouseInterior_6.jpg,class2,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class0/138001_HouseInterior_6.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class0/63006_HouseInterior_6.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class1/465009_HouseInterior_6.jpg,class1,low income
# nan,/hdd/Aatif/AHI Data/3_classes/interior/valid/class2/70012_HouseInterior_6.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class2/331010_HouseInterior_6.jpg,class2,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class2/186001_HouseInterior_6.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class0/17002_HouseInterior_6.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class1/255002_HouseInterior_6.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class2/1064007_HouseInterior_6.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class2/94012_HouseInterior_6.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class0/71012_HouseInterior_6.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class0/458012_HouseInterior_6.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class0/383004_HouseInterior_6.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class2/252012_HouseInterior_6.jpg,class2,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class2/121001_HouseInterior_6.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class1/1049006_HouseInterior_6.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class1/473006_HouseInterior_6.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class2/192005_HouseInterior_6.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class0/475001_HouseInterior_6.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class2/468009_HouseInterior_6.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class1/244012_HouseInterior_6.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class0/152005_HouseInterior_6.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class0/243007_HouseInterior_6.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class2/79004_HouseInterior_6.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class1/19007_HouseInterior_6.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class2/186006_HouseInterior_6.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class1/446005_HouseInterior_6.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class2/157004_HouseInterior_6.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class2/404012_HouseInterior_6.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class0/69005_HouseInterior_6.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class0/196009_HouseInterior_6.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class0/287007_HouseInterior_6.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class1/13003_HouseInterior_6.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class1/260011_HouseInterior_6.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class2/152011_HouseInterior_6.jpg,class2,high income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class2/261012_HouseInterior_6.jpg,class2,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class1/136007_HouseInterior_6.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class0/66001_HouseInterior_6.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class0/1001001_HouseInterior_6.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class1/427009_HouseInterior_6.jpg,class1,middle income
# nana,/hdd/Aatif/AHI Data/3_classes/interior/valid/class1/407002_HouseInterior_6.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class1/406012_HouseInterior_6.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class1/119004_HouseInterior_6.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class0/415003_HouseInterior_6.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class2/505005_HouseInterior_6.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class1/399013_HouseInterior_6.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class2/122001_HouseInterior_6.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class2/50003_HouseInterior_6.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class0/474008_HouseInterior_6.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class0/277010_HouseInterior_6.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class0/38003_HouseInterior_6.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class1/23009_HouseInterior_6.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class0/21011_HouseInterior_6.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class2/266006_HouseInterior_6.jpg,class2,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class2/1028007_HouseInterior_6.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class2/239002_HouseInterior_6.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class0/291005_HouseInterior_6.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class1/452008_HouseInterior_6.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class0/234006_HouseInterior_6.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class0/8011_HouseInterior_6.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class0/342009_HouseInterior_6.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class1/12014_HouseInterior_6.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class1/445009_HouseInterior_6.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class2/427003_HouseInterior_6.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class1/15006_HouseInterior_6.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class0/65008_HouseInterior_6.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class2/228002_HouseInterior_6.jpg,class2,high income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class2/285002_HouseInterior_6.jpg,class2,low income
# ana,/hdd/Aatif/AHI Data/3_classes/interior/valid/class1/321009_HouseInterior_6.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class0/201009_HouseInterior_6.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class1/370004_HouseInterior_6.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class2/269001_HouseInterior_6.jpg,class2,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class1/135005_HouseInterior_6.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class0/335014_HouseInterior_6.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class1/186004_HouseInterior_6.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class1/1002012_HouseInterior_6.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class2/313006_HouseInterior_6.jpg,class2,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class1/482013_HouseInterior_6.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class1/398002_HouseInterior_6.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class2/510001_HouseInterior_6.jpg,class2,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class0/24006_HouseInterior_6.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class1/54012_HouseInterior_6.jpg,class1,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class0/415006_HouseInterior_6.jpg,class0,low income
# nna,/hdd/Aatif/AHI Data/3_classes/interior/valid/class0/75005_HouseInterior_6.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class2/102013_HouseInterior_6.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class2/283013_HouseInterior_6.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class2/31006_HouseInterior_6.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class0/271009_HouseInterior_6.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class1/496010_HouseInterior_6.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class1/520012_HouseInterior_6.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class1/124005_HouseInterior_6.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class2/280004_HouseInterior_6.jpg,class2,middle income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class0/193006_HouseInterior_6.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class1/203010_HouseInterior_6.jpg,class1,middle income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class0/374002_HouseInterior_6.jpg,class0,low income
# n,/hdd/Aatif/AHI Data/3_classes/interior/valid/class0/432005_HouseInterior_6.jpg,class0,middle income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class0/523012_HouseInterior_6.jpg,class0,low income
# na,/hdd/Aatif/AHI Data/3_classes/interior/valid/class2/1012003_HouseInterior_6.jpg,class2,high income
