,,Actual,Predicted
# NA,/media/atif_temp/Aatif/valid/class1/29005_CookingArea_7.jpg,class1,middle income
# NA,/media/atif_temp/Aatif/valid/class1/344006_CookingArea_7.jpg,class1,low income
# NA,/media/atif_temp/Aatif/valid/class0/110001_CookingArea_7.jpg,class0,high income
# NA,/media/atif_temp/Aatif/valid/class0/487009_CookingArea_7.jpg,class0,low income
# NA,/media/atif_temp/Aatif/valid/class0/388009_CookingArea_7.jpg,class0,low income
# NA,/media/atif_temp/Aatif/valid/class2/59004_CookingArea_7.jpg,class2,low income
# NA,/media/atif_temp/Aatif/valid/class1/15004_CookingArea_7.jpg,class1,middle income
# NA,/media/atif_temp/Aatif/valid/class2/123003_CookingArea_7.jpg,class2,middle income
# NA,/media/atif_temp/Aatif/valid/class1/449009_CookingArea_7.jpg,class1,middle income
# NA,/media/atif_temp/Aatif/valid/class1/333001_CookingArea_7.jpg,class1,low income
# NA,/media/atif_temp/Aatif/valid/class0/111006_CookingArea_7.jpg,class0,middle income
# NA,/media/atif_temp/Aatif/valid/class0/71012_CookingArea_7.jpg,class0,middle income
# NA,/media/atif_temp/Aatif/valid/class2/518004_CookingArea_7.jpg,class2,middle income
# NA,/media/atif_temp/Aatif/valid/class1/383010_CookingArea_7.jpg,class1,low income
# NA,/media/atif_temp/Aatif/valid/class1/450004_CookingArea_7.jpg,class1,middle income
# NA,/media/atif_temp/Aatif/valid/class2/110007_CookingArea_7.jpg,class2,middle income
# NA,/media/atif_temp/Aatif/valid/class2/516009_CookingArea_7.jpg,class2,middle income
# NA,/media/atif_temp/Aatif/valid/class2/84013_CookingArea_7.jpg,class2,middle income
# NA,/media/atif_temp/Aatif/valid/class0/205011_CookingArea_7.jpg,class0,low income
# NA,/media/atif_temp/Aatif/valid/class2/313006_CookingArea_7.jpg,class2,middle income
# NA,/media/atif_temp/Aatif/valid/class2/133002_CookingArea_7.jpg,class2,middle income
# NA,/media/atif_temp/Aatif/valid/class2/517011_CookingArea_7.jpg,class2,middle income
# NA,/media/atif_temp/Aatif/valid/class0/423003_CookingArea_7.jpg,class0,low income
# NA,/media/atif_temp/Aatif/valid/class0/331003_CookingArea_7.jpg,class0,low income
# NA,/media/atif_temp/Aatif/valid/class0/436006_CookingArea_7.jpg,class0,low income
# NA,/media/atif_temp/Aatif/valid/class0/237007_CookingArea_7.jpg,class0,low income
# NA,/media/atif_temp/Aatif/valid/class2/150001_CookingArea_7.jpg,class2,high income
# NA,/media/atif_temp/Aatif/valid/class2/509012_CookingArea_7.jpg,class2,middle income
# NA,/media/atif_temp/Aatif/valid/class1/402011_CookingArea_7.jpg,class1,low income
# NA,/media/atif_temp/Aatif/valid/class1/381008_CookingArea_7.jpg,class1,middle income
# NA,/media/atif_temp/Aatif/valid/class0/335014_CookingArea_7.jpg,class0,low income
# NA,/media/atif_temp/Aatif/valid/class1/141010_CookingArea_7.jpg,class1,middle income
# NA,/media/atif_temp/Aatif/valid/class1/273007_CookingArea_7.jpg,class1,low income
# NA,/media/atif_temp/Aatif/valid/class1/388006_CookingArea_7.jpg,class1,low income
# NA,/media/atif_temp/Aatif/valid/class2/200002_CookingArea_7.jpg,class2,middle income
# NA,/media/atif_temp/Aatif/valid/class0/1045013_CookingArea_7.jpg,class0,middle income
# NA,/media/atif_temp/Aatif/valid/class2/1064007_CookingArea_7.jpg,class2,middle income
# NA,/media/atif_temp/Aatif/valid/class2/112009_CookingArea_7.jpg,class2,high income
# NA,/media/atif_temp/Aatif/valid/class1/407012_CookingArea_7.jpg,class1,middle income
# NA,/media/atif_temp/Aatif/valid/class0/146004_CookingArea_7.jpg,class0,middle income
# NA,/media/atif_temp/Aatif/valid/class1/484009_CookingArea_7.jpg,class1,middle income
# NA,/media/atif_temp/Aatif/valid/class0/192004_CookingArea_7.jpg,class0,middle income
# NA,/media/atif_temp/Aatif/valid/class0/198005_CookingArea_7.jpg,class0,low income
# NA,/media/atif_temp/Aatif/valid/class0/338014_CookingArea_7.jpg,class0,low income
# NA,/media/atif_temp/Aatif/valid/class1/398003_CookingArea_7.jpg,class1,low income
# NA,/media/atif_temp/Aatif/valid/class1/464011_CookingArea_7.jpg,class1,middle income
# NA,/media/atif_temp/Aatif/valid/class0/214012_CookingArea_7.jpg,class0,middle income
# NA,/media/atif_temp/Aatif/valid/class2/79003_CookingArea_7.jpg,class2,middle income
# N  A,/media/atif_temp/Aatif/valid/class2/108012_CookingArea_7.jpg,class2,high income
# NA,/media/atif_temp/Aatif/valid/class1/408007_CookingArea_7.jpg,class1,low income
# NA,/media/atif_temp/Aatif/valid/class2/122007_CookingArea_7.jpg,class2,middle income
# NA,/media/atif_temp/Aatif/valid/class0/320008_CookingArea_7.jpg,class0,middle income
# NA,/media/atif_temp/Aatif/valid/class0/1060005_CookingArea_7.jpg,class0,middle income
# NA,/media/atif_temp/Aatif/valid/class0/384002_CookingArea_7.jpg,class0,middle income
# NA,/media/atif_temp/Aatif/valid/class0/231007_CookingArea_7.jpg,class0,low income
# NA,/media/atif_temp/Aatif/valid/class0/489012_CookingArea_7.jpg,class0,middle income
# NA,/media/atif_temp/Aatif/valid/class0/1049007_CookingArea_7.jpg,class0,middle income
# NA,/media/atif_temp/Aatif/valid/class2/483001_CookingArea_7.jpg,class2,middle income
# NA,/media/atif_temp/Aatif/valid/class1/468002_CookingArea_7.jpg,class1,middle income
# NA,/media/atif_temp/Aatif/valid/class0/478010_CookingArea_7.jpg,class0,middle income
# NA,/media/atif_temp/Aatif/valid/class0/246012_CookingArea_7.jpg,class0,low income
# NA,/media/atif_temp/Aatif/valid/class1/505011_CookingArea_7.jpg,class1,middle income
# NA,/media/atif_temp/Aatif/valid/class1/399013_CookingArea_7.jpg,class1,middle income
# NA,/media/atif_temp/Aatif/valid/class1/25008_CookingArea_7.jpg,class1,low income
# NA,/media/atif_temp/Aatif/valid/class0/207014_CookingArea_7.jpg,class0,low income
# NA,/media/atif_temp/Aatif/valid/class0/242008_CookingArea_7.jpg,class0,low income
# NA,/media/atif_temp/Aatif/valid/class0/433004_CookingArea_7.jpg,class0,low income
# NA,/media/atif_temp/Aatif/valid/class0/1001007_CookingArea_7.jpg,class0,middle income
# NA,/media/atif_temp/Aatif/valid/class2/446004_CookingArea_7.jpg,class2,low income
# NA,/media/atif_temp/Aatif/valid/class2/308004_CookingArea_7.jpg,class2,low income
# NA,/media/atif_temp/Aatif/valid/class1/54002_CookingArea_7.jpg,class1,middle income
# NA,/media/atif_temp/Aatif/valid/class2/491007_CookingArea_7.jpg,class2,middle income
# NA,/media/atif_temp/Aatif/valid/class1/136007_CookingArea_7.jpg,class1,low income
# NA,/media/atif_temp/Aatif/valid/class1/146003_CookingArea_7.jpg,class1,low income
# NA,/media/atif_temp/Aatif/valid/class0/466007_CookingArea_7.jpg,class0,middle income
# NA,/media/atif_temp/Aatif/valid/class1/476004_CookingArea_7.jpg,class1,middle income
# NA,/media/atif_temp/Aatif/valid/class2/4011_CookingArea_7.jpg,class2,middle income
# NA,/media/atif_temp/Aatif/valid/class0/1015001_CookingArea_7.jpg,class0,middle income
# NA,/media/atif_temp/Aatif/valid/class2/299012_CookingArea_7.jpg,class2,low income
# NA ,/media/atif_temp/Aatif/valid/class2/489011_CookingArea_7.jpg,class2,middle income
# NA,/media/atif_temp/Aatif/valid/class2/192003_CookingArea_7.jpg,class2,middle income
# NA,/media/atif_temp/Aatif/valid/class1/29008_CookingArea_7.jpg,class1,middle income
# NA,/media/atif_temp/Aatif/valid/class0/25011_CookingArea_7.jpg,class0,low income
# NA,/media/atif_temp/Aatif/valid/class2/337012_CookingArea_7.jpg,class2,middle income
# NA,/media/atif_temp/Aatif/valid/class0/408004_CookingArea_7.jpg,class0,low income
# NA,/media/atif_temp/Aatif/valid/class1/426004_CookingArea_7.jpg,class1,middle income
# NA,/media/atif_temp/Aatif/valid/class2/408001_CookingArea_7.jpg,class2,middle income
# NA,/media/atif_temp/Aatif/valid/class2/194008_CookingArea_7.jpg,class2,middle income
# NA,/media/atif_temp/Aatif/valid/class2/79004_CookingArea_7.jpg,class2,high income
# NA,/media/atif_temp/Aatif/valid/class0/12004_CookingArea_7.jpg,class0,middle income
# NA,/media/atif_temp/Aatif/valid/class1/386008_CookingArea_7.jpg,class1,middle income
# NA,/media/atif_temp/Aatif/valid/class2/106006_CookingArea_7.jpg,class2,high income
# NA,/media/atif_temp/Aatif/valid/class2/376010_CookingArea_7.jpg,class2,low income
# NA,/media/atif_temp/Aatif/valid/class2/132004_CookingArea_7.jpg,class2,middle income
# NA,/media/atif_temp/Aatif/valid/class1/421006_CookingArea_7.jpg,class1,low income
# NA,/media/atif_temp/Aatif/valid/class0/18008_CookingArea_7.jpg,class0,middle income
# NA,/media/atif_temp/Aatif/valid/class0/299003_CookingArea_7.jpg,class0,middle income
# NA,/media/atif_temp/Aatif/valid/class1/513001_CookingArea_7.jpg,class1,middle income
# NA,/media/atif_temp/Aatif/valid/class0/387006_CookingArea_7.jpg,class0,low income
# NA,/media/atif_temp/Aatif/valid/class2/337014_CookingArea_7.jpg,class2,middle income
# NA,/media/atif_temp/Aatif/valid/class0/1017006_CookingArea_7.jpg,class0,middle income
# NA,/media/atif_temp/Aatif/valid/class2/282011_CookingArea_7.jpg,class2,low income
# NA,/media/atif_temp/Aatif/valid/class1/1013006_CookingArea_7.jpg,class1,middle income
# NA,/media/atif_temp/Aatif/valid/class0/146011_CookingArea_7.jpg,class0,low income
# NA,/media/atif_temp/Aatif/valid/class1/248010_CookingArea_7.jpg,class1,low income
# NA,/media/atif_temp/Aatif/valid/class1/127012_CookingArea_7.jpg,class1,middle income
# NA,/media/atif_temp/Aatif/valid/class0/504002_CookingArea_7.jpg,class0,middle income
# NA,/media/atif_temp/Aatif/valid/class2/272003_CookingArea_7.jpg,class2,low income
# NA,/media/atif_temp/Aatif/valid/class0/93006_CookingArea_7.jpg,class0,middle income
# NA,/media/atif_temp/Aatif/valid/class0/434014_CookingArea_7.jpg,class0,low income
# NA,/media/atif_temp/Aatif/valid/class0/308002_CookingArea_7.jpg,class0,middle income
# NA,/media/atif_temp/Aatif/valid/class1/509004_CookingArea_7.jpg,class1,middle income
# NA,/media/atif_temp/Aatif/valid/class0/376003_CookingArea_7.jpg,class0,low income
# NA,/media/atif_temp/Aatif/valid/class0/415006_CookingArea_7.jpg,class0,low income
# NA,/media/atif_temp/Aatif/valid/class2/10012_CookingArea_7.jpg,class2,low income
# NA,/media/atif_temp/Aatif/valid/class2/295004_CookingArea_7.jpg,class2,middle income
# NA,/media/atif_temp/Aatif/valid/class2/396009_CookingArea_7.jpg,class2,low income
# NA,/media/atif_temp/Aatif/valid/class2/373005_CookingArea_7.jpg,class2,middle income
# NA,/media/atif_temp/Aatif/valid/class1/375010_CookingArea_7.jpg,class1,low income
# NA,/media/atif_temp/Aatif/valid/class1/369012_CookingArea_7.jpg,class1,low income
# NA,/media/atif_temp/Aatif/valid/class2/507010_CookingArea_7.jpg,class2,middle income
# NA,/media/atif_temp/Aatif/valid/class1/125010_CookingArea_7.jpg,class1,high income
# NA,/media/atif_temp/Aatif/valid/class1/203010_CookingArea_7.jpg,class1,middle income
# NA,/media/atif_temp/Aatif/valid/class1/465002_CookingArea_7.jpg,class1,low income
# NA,/media/atif_temp/Aatif/valid/class1/121004_CookingArea_7.jpg,class1,middle income
# NA,/media/atif_temp/Aatif/valid/class1/22006_CookingArea_7.jpg,class1,low income
# NA,/media/atif_temp/Aatif/valid/class0/513002_CookingArea_7.jpg,class0,low income
# NA,/media/atif_temp/Aatif/valid/class2/312011_CookingArea_7.jpg,class2,middle income
# NA,/media/atif_temp/Aatif/valid/class0/272010_CookingArea_7.jpg,class0,low income
# NA,/media/atif_temp/Aatif/valid/class0/494001_CookingArea_7.jpg,class0,low income
# NA,/media/atif_temp/Aatif/valid/class2/481002_CookingArea_7.jpg,class2,middle income
# NA,/media/atif_temp/Aatif/valid/class2/210005_CookingArea_7.jpg,class2,middle income
# NA,/media/atif_temp/Aatif/valid/class2/293006_CookingArea_7.jpg,class2,low income
# NA,/media/atif_temp/Aatif/valid/class1/54001_CookingArea_7.jpg,class1,middle income
# NA,/media/atif_temp/Aatif/valid/class0/264002_CookingArea_7.jpg,class0,middle income
# NA,/media/atif_temp/Aatif/valid/class2/332005_CookingArea_7.jpg,class2,low income
# NA,/media/atif_temp/Aatif/valid/class2/279005_CookingArea_7.jpg,class2,middle income
# NA,/media/atif_temp/Aatif/valid/class2/154005_CookingArea_7.jpg,class2,middle income
# NA,/media/atif_temp/Aatif/valid/class1/260008_CookingArea_7.jpg,class1,middle income
# NA,/media/atif_temp/Aatif/valid/class2/261004_CookingArea_7.jpg,class2,low income
# NA,/media/atif_temp/Aatif/valid/class0/4001_CookingArea_7.jpg,class0,middle income
# NA,/media/atif_temp/Aatif/valid/class1/260013_CookingArea_7.jpg,class1,middle income
# NA,/media/atif_temp/Aatif/valid/class2/59002_CookingArea_7.jpg,class2,low income
# NA,/media/atif_temp/Aatif/valid/class2/38005_CookingArea_7.jpg,class2,middle income
# NA,/media/atif_temp/Aatif/valid/class0/315002_CookingArea_7.jpg,class0,low income
# NA,/media/atif_temp/Aatif/valid/class1/102006_CookingArea_7.jpg,class1,middle income
# NA,/media/atif_temp/Aatif/valid/class1/441002_CookingArea_7.jpg,class1,low income
# NA,/media/atif_temp/Aatif/valid/class2/67005_CookingArea_7.jpg,class2,middle income
# NA,/media/atif_temp/Aatif/valid/class1/431010_CookingArea_7.jpg,class1,middle income
# NA,/media/atif_temp/Aatif/valid/class2/60012_CookingArea_7.jpg,class2,low income
# NA,/media/atif_temp/Aatif/valid/class0/298001_CookingArea_7.jpg,class0,high income
# NA,/media/atif_temp/Aatif/valid/class0/257007_CookingArea_7.jpg,class0,low income
# NA,/media/atif_temp/Aatif/valid/class2/50014_CookingArea_7.jpg,class2,middle income
# NA,/media/atif_temp/Aatif/valid/class2/188011_CookingArea_7.jpg,class2,low income
# NA,/media/atif_temp/Aatif/valid/class2/58001_CookingArea_7.jpg,class2,low income
# NA,/media/atif_temp/Aatif/valid/class1/152002_CookingArea_7.jpg,class1,middle income
# NA,/media/atif_temp/Aatif/valid/class1/379014_CookingArea_7.jpg,class1,middle income
# NA,/media/atif_temp/Aatif/valid/class2/325013_CookingArea_7.jpg,class2,low income
